大安區光復南路72巷7弄13號
北投區明德路257號
北投區明德路259號
北投區明德路261號
北投區明德路263號
北投區明德路259-1號
北投區中央北路3段124號
北投區中央北路3段130號
北投區中央北路3段132號
北投區中央北路3段148巷2弄1號
北投區中央北路3段148巷2弄2號
北投區中央北路3段148巷2弄3號
北投區中央北路3段148巷2弄4號
北投區中央北路3段148巷2弄5號
北投區中央北路3段148巷2弄6號
北投區中央北路3段148巷2弄7號
北投區中央北路3段148巷2弄8號
北投區中央北路3段148巷2弄9號
北投區中央北路3段148巷2弄10號
北投區中央北路3段148巷4弄1號
北投區中央北路3段148巷4弄2號
北投區中央北路3段148巷4弄3號
北投區中央北路3段148巷4弄4號
北投區中央北路3段148巷4弄5號
北投區中央北路3段148巷4弄6號
北投區中央北路3段148巷4弄7號
北投區中央北路3段148巷4弄8號
北投區中央北路3段148巷4弄9號
北投區中央北路3段148巷4弄10號
北投區中央北路3段148巷4弄11號
北投區中央北路3段148巷4弄12號
北投區中央北路3段148巷4弄13號
士林區文林路755號
士林區文林路757號
士林區文林路759號
士林區文林路761號
士林區文林路763號
士林區文林路765號
士林區文林路767號
士林區文林路769號
士林區文林路771號
士林區文林路773號
士林區文林路765-1號
士林區文林路765-2號
士林區文林路765-3號
士林區文林路765-4號
士林區文林路763-1號
士林區文林路763-2號
士林區文林路763-3號
士林區文林路763-4號
信義區基隆路2段107號
信義區基隆路2段107-1號
信義區基隆路2段107-2號
信義區基隆路2段107-3號
信義區基隆路2段107-4號
信義區基隆路2段107-5號
信義區基隆路2段107-6號
信義區基隆路2段107-7號
信義區基隆路2段107-8號
大安區仁愛路3段96號
大安區仁愛路3段98號
大安區仁愛路3段100號
大安區仁愛路3段102號
大安區仁愛路3段104號
大安區仁愛路3段106號
大安區仁愛路3段108號
大安區仁愛路3段110號
士林區中山北路7段81巷16弄9號
士林區中山北路7段81巷16弄9-1號
士林區中山北路7段81巷16弄9-2號
士林區中山北路7段81巷16弄9-3號
士林區中山北路7段81巷16弄9-4號
士林區天玉街27巷15、17、19、
士林區天玉街27巷15號
士林區天玉街27巷17號
士林區天玉街27巷19號
士林區天玉街27巷21號
士林區天玉街27巷23號
士林區天玉街27巷25號
士林區天玉街27巷27號
士林區福林路251巷2弄13號5樓
信義區松山路685號
信義區松山路687號
信義區松山路689號
信義區松山路691號
信義區松山路693號
信義區松山路695號
信義區松山路697號
中山區龍江路37巷26號
北投區溫泉路142號
北投區溫泉路142-1號
士林區小西街2-2號
士林區延平北路5段213巷17號
士林區延平北路5段213巷19號
士林區延平北路5段213巷21號
士林區延平北路5段213巷23號
士林區延平北路5段213巷25號
士林區延平北路5段213巷27號
士林區延平北路5段213巷29號
士林區延平北路5段213巷31號
士林區延平北路5段213巷33號
內湖區成功路4段294巷40號
內湖區成功路4段294巷40號
內湖區江南街71巷16弄5號
內湖區江南街71巷16弄5-1號
內湖區江南街71巷16弄5-2號
內湖區江南街71巷16弄5-3號
內湖區江南街71巷16弄7號
內湖區江南街71巷16弄7-1號
內湖區江南街71巷16弄7-2號
內湖區江南街71巷16弄7-3號
內湖區江南街71巷16弄7-4號
內湖區江南街71巷16弄7-4號
士林區德行西路78號
士林區德行西路80號
士林區德行西路82號
士林區福華路171號
士林區福華路173號
士林區天母東路105巷9弄6號
士林區天母東路105巷9弄8號
士林區天母東路105巷9弄10號
士林區天母東路105巷9弄12號
士林區天母東路91巷2號
士林區天母東路91巷4號
士林區天母東路91巷6號
士林區天母東路91巷8號
士林區天母東路93號
士林區天母東路95號
士林區芝玉路1段223巷2號
士林區芝玉路1段223巷4號
士林區芝玉路1段223巷6號
士林區芝玉路1段223巷8號
士林區芝玉路1段223巷10號
士林區芝玉路1段223巷12號
士林區芝玉路1段223巷14號
士林區芝玉路1段223巷16號
士林區芝玉路1段223巷18號
士林區芝玉路1段223巷20號
內湖區成功路5段51號
內湖區成功路5段53號
內湖區成功路5段55號
內湖區成功路5段57號
內湖區成功路5段59號
內湖區成功路5段61號
內湖區成功路5段63號
內湖區成功路5段65號
內湖區成功路5段67號
內湖區成功路5段69號
內湖區成功路5段71號
內湖區成功路5段73號
內湖區成功路5段75號
內湖區成功路5段77號
內湖區成功路5段79號
內湖區成功路5段81號
內湖區成功路5段81-1號
北投區中央北路1段74號
北投區中央北路1段76號
北投區中央北路1段78號
北投區中央北路1段80號
北投區中央北路1段82號
北投區大度路3段193號
北投區大度路3段195號
北投區大度路3段197號
北投區大度路3段199號
北投區大度路3段201號
北投區大度路3段203號
中山區新生北路2段41巷21號
中山區新生北路2段41巷23號
大安區臥龍街262-2號
大安區臥龍街268號
大安區臥龍街268-1號
大安區臥龍街270號
大安區臥龍街270-1號
大安區臥龍街264巷1號
大安區臥龍街264巷2號
大安區臥龍街264巷3號
大安區臥龍街264巷4號
大安區臥龍街272巷6弄1號
大安區臥龍街272巷6弄2號
大安區臥龍街272巷6弄3號
大安區臥龍街272巷6弄4號
大安區臥龍街272巷6弄5號
大安區臥龍街272巷6弄6號
大安區臥龍街272巷6弄7號
士林區中山北路7段81巷39號
士林區中山北路7段81巷39-1號
士林區中山北路7段81巷39-2號
士林區中山北路7段81巷39-3號
松山區南京東路3段335巷21號
松山區南京東路3段335巷23號
北投區自強街61巷5弄1號
士林區天母東路91巷1號
士林區天母東路91巷3號
士林區天母東路91巷5號
士林區天母東路91巷7號
士林區天母東路91巷9號
士林區天母東路91巷11號
南港區重陽路20號
南港區向陽路132巷20號
南港區向陽路132巷24號
南港區向陽路132巷26號
南港區向陽路120巷19號
南港區向陽路120巷20號
南港區向陽路120巷21號
南港區向陽路120巷22號
南港區向陽路120巷23號
南港區向陽路120巷24號
南港區向陽路120巷25號
南港區向陽路120巷26號
南港區向陽路120巷27號
南港區向陽路120巷28號
南港區向陽路120巷29號
南港區重陽路22號
南港區重陽路24號
南港區重陽路26號
南港區重陽路28號
文山區辛亥路4段101巷93弄13號
內湖區康樂街136巷10號
內湖區康樂街136巷12號
內湖區康樂街136巷14號
內湖區康樂街136巷16號
內湖區康樂街136巷18弄2號
內湖區康樂街136巷18弄4號
內湖區康樂街136巷18弄6號
內湖區康樂街136巷18弄8號
內湖區康樂街136巷18弄8號
內湖區康樂街136巷18弄12號
內湖區康樂街136巷18弄14號
內湖區康樂街136巷18弄16號
內湖區康樂街136巷18弄18號
信義區吳興街600巷76弄129號
信義區吳興街600巷76弄131號
信義區吳興街600巷76弄133號
信義區吳興街600巷76弄135號
信義區吳興街600巷76弄137號
信義區吳興街600巷76弄139號
中山區明水路367號
中山區明水路369號
中山區明水路371號
中山區明水路373號
中山區明水路375號
中山區明水路377號
中山區明水路379號
中山區北安路458巷51弄12號
中山區北安路458巷51弄14號
中山區北安路458巷51弄16號
中山區北安路458巷51弄18號
中山區北安路458巷51弄20號
中山區北安路458巷51弄22號
中山區北安路458巷51弄24號
大同區太原路13之1號
信義區吳興街600巷76弄71號
信義區吳興街600巷76弄73號
信義區吳興街600巷76弄75號
信義區吳興街600巷76弄77號
信義區吳興街600巷76弄125號
信義區吳興街600巷76弄127號
士林區天母東路105巷1號
士林區天母東路105巷3號
士林區天母東路105巷5號
士林區天母東路105巷7號
士林區天玉街67號
士林區天玉街69號
士林區天母東路105巷9弄1號
士林區天母東路105巷9弄3號
士林區天母東路105巷9弄5號
士林區天母東路105巷9弄7號
士林區天母東路105巷9弄9號
士林區天母東路105巷9弄11號
士林區天母東路105巷9弄13號
士林區天母東路105巷9弄15號
士林區港前街48號
士林區港前街50號
士林區港前街52號
士林區港前街54號
士林區港前街56號
士林區港前街58巷1弄1號
士林區港前街58巷1弄3號
